sentence,label
A certificate u/art,Facts
"133(1) of theConstitution was granted on the 4th June, 1951, and the High Court admitted the appeal finally on the 6th August, 1951",Facts
"On the 22nd November, 1951, the idol applied to the High Court for leave to file cross-objections against that part of the judgment and decree of the High Court,which dismissed its claims with regard to the premises No.40/2-A Grey Street",Facts
The High Court rejected the said application stating that there was no rule allowing cross-objections in the Supreme Court,Ruling by Lower Court
The said cross-objections were however printed as additional record,Ruling by Lower Court
"By an order made by this court on the 24th May, 1953, the petition of the idol for filing cross-objections in this court was allowed to be treated as a petition for special leave to appeal against that part of the decree which was against it, subject to any question as to limitation",Facts
The appeal as also the petition for special leave to appeal mentioned above came on for hearing and final disposal before us,Facts
The appeal was argued but so far as the petition for special leave to appeal was concerned the parties came to an agreement whereby the idol asked for leave to withdraw the petition on certain terms recorded between the parties,Facts
"The petition for special leave was therefore allowed to be withdrawn and no objection now survives in regard to the decree passed by the trial court dismissing the idol's claim to the premises, No. 40/2-A",Facts
The appeal is concerned only with the premises,Ratio of the decision
"It was contended on behalf of the appellants that the, dedication of the premises",Argument
NO,Argument
"41 Grey Street made by Dwarka Nath under the terms of his will was a. partial dedication, and that his sons Rajendra and jogendra and his widow Golap Sundari, who were appointed sevayats of the idol were competent to deal with premises",Argument
No. 41,Ratio of the decision
"Grey Street after making the due provision for the idol as they purported to do by the terms of settlement, dated the 24th November, 1910",Argument
"It was further contended that Nagendra, by virtue of the award dated the 12th October, 1920, claimed to be absolutely entitled to the premises",Argument
Grey Street and that his possession of the said premises thereafter became adverse which adverse possession continued for upwards of 12 years extinguishing the right of the idol to the said premises,Argument
The first contention of the appellants is clearly untenable on the very language of the will of Dwarka Nath,Ratio of the decision
Cl,Ratio of the decision
"3 of the said will provided ""With a view to provide a permanent habitation for the said deity, I do by means of this will, dedicate the aforesaid immovable property the said house",Ratio of the decision
